order_id,customer_id,product_name,price,quantity,date,city
2940,106,Keyboard,69,3,2024-09-13,Санкт-Петербург
2941,994,Headphones,139,2,2023-08-21,Самара
2942,1885,Tablet,472,5,2023-07-11,Казань
2943,184,Laptop,1069,4,2024-06-30,Новосибирск
2944,2062,Headphones,142,1,2024-12-14,Екатеринбург
2945,2130,Keyboard,49,1,2023-03-31,Екатеринбург
2946,808,Phone,588,1,2023-12-26,Казань
2947,62,Monitor,342,4,2024-03-28,Екатеринбург
2948,1371,Headphones,72,1,2023-09-14,Новосибирск
2949,333,Phone,767,2,2024-08-13,Екатеринбург
2950,1162,Tablet,690,4,2023-12-17,Самара
2951,400,Laptop,829,1,2023-03-01,Новосибирск
2952,48,Laptop,976,2,2024-08-31,Казань
2953,1610,Laptop,1140,1,2024-07-12,Казань
2954,58,Tablet,417,4,2023-03-19,Екатеринбург
2955,1145,Laptop,1097,1,2023-12-23,Новосибирск
2956,1887,Laptop,1234,1,2023-08-10,Москва
2957,1990,Keyboard,141,4,2023-03-24,Екатеринбург
2958,2423,Headphones,104,5,2023-06-28,Москва
2959,2651,Tablet,415,4,2023-07-23,Москва
2960,390,Tablet,442,2,2023-06-02,Новосибирск
2961,1536,Tablet,658,4,2024-07-03,Новосибирск
2962,1347,Monitor,392,2,2024-05-03,Санкт-Петербург
2963,1547,Laptop,1495,4,2023-03-24,Казань
2964,2492,Laptop,907,3,2023-11-22,Новосибирск
2965,1827,Headphones,110,4,2023-05-13,Москва
2966,1867,Keyboard,76,2,2024-11-15,Казань
2967,2729,Tablet,497,2,2024-05-29,Санкт-Петербург
2968,2021,Keyboard,99,3,2023-02-11,Новосибирск
2969,338,Monitor,480,1,2023-07-14,Екатеринбург
2970,1659,Headphones,71,3,2023-02-08,Казань
2971,2708,Tablet,821,4,2024-09-23,Москва
2972,355,Phone,764,5,2023-10-31,Казань
2973,1041,Keyboard,118,1,2023-07-31,Казань
2974,2046,Monitor,357,4,2024-11-12,Екатеринбург
2975,2642,Keyboard,100,2,2024-04-21,Казань
2976,477,Monitor,434,2,2023-01-01,Екатеринбург
2977,128,Keyboard,111,1,2023-05-03,Новосибирск
2978,1784,Headphones,192,3,2023-09-03,Казань
2979,1614,Phone,908,1,2024-04-19,Екатеринбург
2980,2777,Tablet,788,4,2024-02-17,Екатеринбург
2981,2806,Laptop,1233,1,2024-08-02,Екатеринбург
2982,2761,Tablet,702,4,2024-11-28,Санкт-Петербург
2983,1046,Tablet,771,5,2024-09-16,Новосибирск
2984,9,Laptop,904,2,2023-12-18,Самара
2985,2251,Monitor,484,1,2024-11-10,Санкт-Петербург
2986,1840,Headphones,84,2,2023-03-16,Самара
2987,716,Monitor,417,2,2024-04-12,Екатеринбург
2988,1177,Headphones,110,4,2024-02-27,Москва
2989,1732,Monitor,427,2,2024-09-24,Новосибирск
2990,1013,Keyboard,94,5,2024-10-18,Новосибирск
2991,746,Laptop,1161,3,2023-11-24,Самара
2992,1554,Phone,809,2,2024-12-29,Москва
2993,323,Laptop,1489,2,2024-01-04,Москва
2994,2778,Tablet,516,2,2023-03-13,Самара
2995,2427,Monitor,406,2,2024-04-26,Санкт-Петербург
2996,842,Phone,642,5,2023-03-23,Самара
2997,755,Keyboard,58,1,2023-10-19,Казань
2998,2354,Monitor,252,1,2023-09-30,Казань
2999,1926,Laptop,1380,5,2024-04-05,Москва
3000,2229,Tablet,414,3,2023-10-09,Москва
3001,1372,Phone,907,5,2023-10-02,Самара
3002,195,Headphones,61,2,2024-11-24,Казань
3003,1575,Tablet,757,3,2023-02-08,Новосибирск
3004,1547,Headphones,198,3,2023-09-21,Новосибирск
3005,2033,Keyboard,141,2,2024-10-01,Москва
3006,2900,Tablet,648,5,2024-08-02,Новосибирск
3007,2269,Monitor,457,3,2024-09-09,Новосибирск
3008,788,Monitor,404,4,2023-10-23,Москва
3009,2452,Tablet,591,5,2023-03-25,Новосибирск
3010,1715,Laptop,939,1,2024-05-04,Санкт-Петербург
3011,2007,Tablet,563,4,2024-05-07,Самара
3012,2853,Keyboard,133,1,2023-11-10,Новосибирск
3013,156,Headphones,64,2,2023-07-06,Самара
3014,1395,Tablet,542,3,2024-03-07,Москва
3015,1235,Tablet,475,4,2023-11-12,Новосибирск
3016,1795,Laptop,1258,1,2023-11-21,Москва
3017,1090,Keyboard,88,5,2023-04-24,Казань
3018,2318,Phone,823,3,2024-11-27,Москва
3019,2106,Tablet,763,5,2024-11-11,Самара
3020,2194,Phone,867,5,2024-09-21,Москва
3021,1612,Keyboard,116,4,2023-03-28,Новосибирск
3022,2650,Laptop,1258,3,2024-07-14,Казань
3023,1620,Tablet,539,5,2023-07-08,Екатеринбург
3024,2791,Headphones,183,2,2024-06-14,Новосибирск
3025,263,Laptop,1066,5,2023-04-13,Екатеринбург
3026,732,Phone,995,1,2024-08-25,Екатеринбург
3027,2202,Tablet,719,3,2024-04-20,Самара
3028,647,Tablet,765,5,2023-01-05,Москва
3029,2289,Tablet,473,2,2023-07-28,Москва
3030,2400,Headphones,106,5,2023-10-06,Самара
3031,1251,Laptop,1451,2,2024-12-17,Екатеринбург
3032,746,Keyboard,59,5,2024-03-02,Екатеринбург
3033,2496,Monitor,364,3,2024-06-05,Санкт-Петербург
3034,1974,Phone,757,5,2023-08-11,Новосибирск
3035,240,Monitor,478,5,2023-08-04,Новосибирск
3036,1042,Tablet,617,1,2023-07-29,Самара
3037,513,Phone,717,1,2023-06-29,Екатеринбург
3038,1750,Tablet,463,3,2023-08-20,Москва
3039,1738,Headphones,52,2,2024-08-08,Казань
3040,119,Laptop,1214,4,2024-05-23,Санкт-Петербург
3041,2362,Keyboard,70,5,2024-11-05,Казань
3042,1540,Keyboard,143,1,2023-12-12,Новосибирск
3043,1939,Monitor,267,1,2023-03-01,Новосибирск
3044,450,Keyboard,128,5,2023-11-05,Самара
3045,381,Headphones,193,3,2023-08-30,Самара
3046,2822,Keyboard,96,1,2024-03-25,Екатеринбург
3047,1896,Keyboard,116,4,2023-08-09,Новосибирск
3048,1747,Tablet,410,1,2024-03-31,Екатеринбург
3049,1569,Monitor,462,2,2024-08-09,Екатеринбург
3050,2062,Monitor,402,1,2023-01-24,Санкт-Петербург
3051,2140,Headphones,140,2,2024-08-27,Москва
3052,221,Monitor,309,3,2024-11-07,Новосибирск
3053,2934,Keyboard,66,4,2024-03-22,Санкт-Петербург
3054,2946,Laptop,1467,1,2024-06-16,Санкт-Петербург
3055,696,Headphones,139,5,2024-12-15,Москва
3056,447,Monitor,281,1,2024-10-11,Москва
3057,2669,Phone,906,2,2024-11-13,Санкт-Петербург
3058,488,Phone,765,3,2023-03-07,Новосибирск
3059,1025,Headphones,145,5,2024-01-02,Новосибирск
3060,309,Monitor,446,5,2023-08-30,Москва
3061,2440,Headphones,110,3,2024-05-29,Самара
3062,2967,Keyboard,106,5,2023-07-12,Новосибирск
3063,315,Keyboard,72,4,2024-05-14,Екатеринбург
3064,202,Laptop,1093,1,2024-03-08,Санкт-Петербург
3065,34,Phone,918,2,2024-11-22,Самара
3066,1142,Phone,823,3,2023-09-15,Казань
3067,694,Keyboard,74,1,2024-05-04,Самара
3068,1758,Phone,641,1,2024-03-17,Москва
3069,95,Keyboard,49,3,2023-03-29,Самара
3070,526,Tablet,796,1,2024-03-14,Москва
3071,340,Tablet,868,2,2023-03-19,Москва
3072,1211,Tablet,682,4,2023-11-16,Москва
3073,1474,Laptop,1047,5,2023-02-23,Екатеринбург
3074,790,Keyboard,148,3,2024-02-02,Екатеринбург
3075,988,Headphones,95,1,2024-02-18,Самара
3076,1857,Laptop,1455,4,2024-07-06,Москва
3077,2015,Phone,750,5,2024-07-09,Казань
3078,733,Keyboard,99,4,2023-03-21,Новосибирск
3079,2631,Phone,661,2,2024-04-04,Москва
3080,1080,Headphones,55,1,2024-09-05,Казань
3081,4,Headphones,74,4,2024-08-20,Москва
3082,2367,Laptop,1034,3,2023-04-06,Екатеринбург
3083,511,Headphones,58,1,2024-02-07,Самара
3084,1686,Monitor,392,4,2023-08-15,Москва
3085,1880,Headphones,141,1,2024-06-07,Москва
3086,385,Monitor,328,5,2023-12-02,Москва
3087,2594,Phone,541,4,2023-05-10,Санкт-Петербург
3088,282,Headphones,104,4,2023-09-05,Екатеринбург
3089,769,Laptop,1208,3,2023-07-29,Москва
3090,2718,Headphones,123,2,2023-09-29,Москва
3091,1414,Monitor,222,4,2023-08-03,Новосибирск
3092,456,Tablet,670,3,2024-05-20,Екатеринбург
3093,919,Phone,983,1,2024-05-04,Екатеринбург
3094,823,Keyboard,52,4,2023-05-11,Екатеринбург
3095,762,Headphones,54,3,2024-03-25,Екатеринбург
3096,1483,Monitor,442,4,2023-10-04,Самара
3097,1733,Tablet,557,4,2023-06-01,Казань
3098,310,Monitor,348,1,2023-12-05,Санкт-Петербург
3099,1680,Keyboard,55,1,2024-02-08,Новосибирск
3100,2902,Tablet,668,3,2023-10-11,Казань
3101,1219,Headphones,110,1,2024-09-28,Новосибирск
3102,2646,Tablet,493,1,2024-08-26,Москва
3103,17,Keyboard,39,3,2023-09-26,Санкт-Петербург
3104,131,Laptop,1059,5,2023-03-30,Самара
3105,2988,Phone,526,2,2024-04-09,Казань
3106,428,Phone,861,3,2023-06-27,Новосибирск
3107,1504,Headphones,125,4,2024-05-20,Самара
3108,1498,Tablet,750,2,2023-11-05,Санкт-Петербург
3109,2959,Phone,738,2,2023-03-30,Самара
3110,2073,Phone,829,1,2024-05-11,Самара
3111,1058,Monitor,313,3,2023-03-15,Москва
3112,2463,Phone,728,3,2024-09-10,Новосибирск
3113,1075,Tablet,790,1,2023-12-28,Екатеринбург
3114,2271,Tablet,785,4,2024-12-05,Москва
3115,2697,Monitor,433,2,2023-02-04,Самара
3116,2808,Laptop,1413,3,2024-11-22,Новосибирск
3117,2758,Laptop,1485,5,2024-01-27,Новосибирск
3118,517,Tablet,610,2,2023-07-11,Санкт-Петербург
3119,1923,Keyboard,51,1,2023-11-07,Самара
3120,306,Laptop,1154,1,2024-11-11,Казань
3121,2823,Keyboard,46,3,2023-11-13,Екатеринбург
3122,803,Tablet,770,4,2023-09-27,Новосибирск
3123,1402,Tablet,745,5,2024-06-13,Новосибирск
3124,1111,Tablet,653,3,2023-02-15,Новосибирск
3125,740,Headphones,153,3,2024-10-03,Москва
3126,1751,Monitor,403,4,2023-05-30,Казань
3127,1702,Monitor,451,5,2023-06-02,Самара
3128,1891,Keyboard,85,5,2024-07-16,Самара
3129,989,Monitor,210,1,2023-12-15,Самара
3130,208,Headphones,63,5,2024-08-06,Новосибирск
3131,1311,Phone,811,1,2023-02-16,Москва
3132,2030,Phone,584,5,2024-03-21,Казань
3133,2536,Headphones,131,4,2023-11-03,Новосибирск
3134,1419,Laptop,1423,5,2023-02-27,Самара
3135,1446,Laptop,1145,4,2023-04-16,Москва
3136,2043,Monitor,412,2,2023-11-07,Санкт-Петербург
3137,1279,Monitor,209,4,2023-06-26,Санкт-Петербург
3138,1964,Tablet,763,3,2023-03-21,Екатеринбург
3139,596,Phone,629,3,2024-08-25,Казань
3140,1382,Keyboard,114,2,2024-05-18,Санкт-Петербург
3141,2212,Monitor,298,5,2023-12-09,Казань
3142,2504,Headphones,144,5,2024-08-20,Казань
3143,2062,Keyboard,139,1,2024-02-26,Москва
3144,2392,Keyboard,139,5,2024-01-20,Самара
3145,1249,Keyboard,64,1,2024-05-24,Екатеринбург
3146,1247,Laptop,922,5,2023-12-01,Москва
3147,1835,Headphones,77,5,2023-10-25,Самара
3148,1164,Monitor,308,1,2023-04-03,Новосибирск
3149,274,Keyboard,53,5,2023-09-08,Новосибирск
3150,2515,Keyboard,100,1,2024-03-11,Санкт-Петербург
3151,88,Monitor,206,4,2023-11-19,Самара
3152,1306,Keyboard,56,1,2023-03-12,Казань
3153,596,Monitor,390,1,2024-10-27,Казань
3154,2665,Tablet,784,1,2024-05-14,Самара
3155,421,Laptop,1072,4,2024-06-01,Екатеринбург
3156,2829,Phone,779,2,2023-02-16,Новосибирск
3157,815,Laptop,1404,1,2024-09-17,Москва
3158,52,Laptop,1115,3,2023-07-13,Москва
3159,1649,Keyboard,96,1,2023-01-12,Новосибирск
3160,2350,Monitor,332,2,2023-04-11,Екатеринбург
3161,1664,Phone,816,2,2024-08-23,Казань
3162,2060,Laptop,1258,2,2023-08-14,Казань
3163,1988,Phone,802,2,2024-11-05,Казань
3164,1535,Monitor,339,3,2023-10-07,Екатеринбург
3165,2765,Monitor,466,2,2023-09-26,Москва
3166,2900,Headphones,179,5,2024-06-08,Екатеринбург
3167,1626,Keyboard,135,5,2024-08-20,Казань
3168,2742,Keyboard,150,2,2024-07-05,Екатеринбург
3169,2632,Laptop,911,3,2024-05-10,Казань
3170,375,Monitor,377,1,2023-06-20,Москва
3171,2295,Tablet,690,3,2023-01-11,Новосибирск
3172,105,Phone,998,2,2023-07-06,Новосибирск
3173,1501,Laptop,1041,5,2023-03-13,Санкт-Петербург
3174,1246,Headphones,61,2,2023-01-06,Казань
3175,2505,Phone,697,3,2024-09-28,Казань
3176,614,Phone,546,2,2023-02-19,Казань
3177,2679,Tablet,728,2,2024-12-06,Казань
3178,693,Tablet,645,1,2024-01-03,Москва
3179,1328,Keyboard,146,2,2023-11-06,Санкт-Петербург
3180,346,Keyboard,126,5,2023-06-29,Самара
3181,2327,Tablet,635,1,2024-10-03,Санкт-Петербург
3182,2461,Keyboard,138,1,2023-11-08,Екатеринбург
3183,1987,Keyboard,137,3,2024-01-26,Екатеринбург
3184,2756,Tablet,823,5,2024-02-03,Самара
3185,2751,Phone,542,5,2023-12-23,Екатеринбург
3186,6,Phone,603,4,2023-10-22,Москва
3187,1974,Headphones,87,1,2024-06-09,Казань
3188,1119,Headphones,145,3,2023-06-18,Самара
3189,2209,Monitor,371,5,2024-07-28,Москва
3190,219,Laptop,966,3,2023-03-21,Санкт-Петербург
3191,1841,Monitor,278,1,2023-08-03,Екатеринбург
3192,2325,Tablet,878,1,2023-01-30,Самара
3193,277,Keyboard,108,4,2023-11-15,Екатеринбург
3194,255,Monitor,438,3,2024-12-07,Казань
3195,2796,Monitor,369,5,2024-02-28,Москва
3196,880,Keyboard,119,2,2023-10-01,Новосибирск
3197,2851,Keyboard,31,5,2023-01-04,Казань
3198,610,Keyboard,76,5,2023-12-17,Санкт-Петербург
3199,1522,Monitor,243,4,2024-01-03,Екатеринбург
3200,1092,Headphones,134,4,2023-02-07,Москва
3201,53,Keyboard,81,1,2023-02-14,Новосибирск
3202,630,Headphones,54,2,2024-06-07,Санкт-Петербург
3203,325,Phone,613,3,2023-08-15,Новосибирск
3204,122,Phone,627,4,2024-10-10,Санкт-Петербург
3205,2634,Monitor,497,1,2023-12-10,Санкт-Петербург
3206,644,Laptop,1261,3,2023-03-31,Казань
3207,1507,Headphones,141,3,2024-06-14,Санкт-Петербург
3208,2718,Laptop,936,5,2023-10-20,Самара
3209,2190,Phone,580,1,2024-07-27,Новосибирск
3210,1437,Monitor,475,1,2024-01-29,Самара
3211,2427,Monitor,307,5,2024-04-07,Москва
3212,2519,Phone,800,2,2023-12-03,Новосибирск
3213,2236,Keyboard,64,5,2023-08-04,Казань
3214,682,Tablet,696,5,2023-03-04,Новосибирск
3215,1342,Laptop,1166,2,2023-01-14,Самара
3216,1093,Phone,644,3,2024-06-19,Самара
3217,2916,Tablet,530,1,2023-12-07,Москва
3218,2293,Tablet,512,1,2023-10-16,Новосибирск
3219,116,Phone,592,2,2023-10-23,Казань
3220,2129,Keyboard,133,5,2024-12-06,Екатеринбург
3221,1124,Laptop,947,4,2024-02-28,Казань
3222,1544,Monitor,403,4,2023-03-27,Москва
3223,1254,Tablet,685,2,2023-10-01,Санкт-Петербург
3224,2173,Laptop,1277,4,2024-07-18,Екатеринбург
3225,129,Tablet,895,1,2024-03-25,Казань
3226,44,Phone,657,5,2023-12-13,Самара
3227,2979,Laptop,1002,3,2024-11-25,Екатеринбург
3228,1543,Phone,984,5,2023-08-20,Москва
3229,778,Monitor,254,3,2024-06-06,Екатеринбург
3230,1587,Keyboard,150,2,2023-08-17,Новосибирск
3231,1761,Headphones,55,5,2024-02-23,Самара
3232,2283,Headphones,122,2,2023-11-10,Самара
3233,2101,Phone,885,5,2024-03-11,Самара
3234,75,Keyboard,148,3,2024-05-16,Новосибирск
3235,2767,Phone,764,1,2024-09-20,Екатеринбург
3236,475,Laptop,1096,1,2024-01-19,Самара
3237,47,Monitor,332,4,2023-12-06,Москва
3238,1673,Phone,536,4,2024-10-09,Казань
3239,1750,Keyboard,41,3,2024-07-18,Екатеринбург
3240,1226,Headphones,66,5,2023-02-04,Екатеринбург
3241,98,Laptop,1029,5,2024-12-24,Казань
3242,682,Phone,821,2,2023-04-09,Санкт-Петербург
3243,282,Keyboard,150,5,2023-11-29,Москва
3244,1663,Keyboard,93,1,2023-04-14,Москва
3245,605,Keyboard,102,2,2023-09-11,Самара
3246,1856,Headphones,200,5,2023-03-17,Казань
3247,2685,Monitor,268,3,2024-10-19,Москва
3248,1047,Headphones,52,3,2024-09-10,Санкт-Петербург
3249,112,Keyboard,89,1,2023-08-11,Екатеринбург
3250,1276,Keyboard,115,1,2024-07-09,Самара
3251,503,Phone,946,2,2024-10-28,Москва
3252,1080,Laptop,1345,1,2023-02-06,Казань
3253,2225,Tablet,845,5,2024-11-15,Казань
3254,2531,Laptop,1375,3,2023-07-24,Казань
3255,662,Headphones,140,3,2024-07-29,Москва
3256,254,Monitor,344,2,2024-06-26,Новосибирск
3257,414,Keyboard,53,3,2024-11-17,Самара
3258,1140,Phone,959,2,2024-01-25,Казань
3259,2830,Phone,894,5,2024-12-22,Новосибирск
3260,1158,Phone,526,4,2024-09-09,Москва
3261,1700,Tablet,445,4,2024-06-03,Самара
3262,96,Headphones,100,2,2023-02-14,Самара
3263,1991,Laptop,1397,5,2023-01-15,Екатеринбург
3264,2590,Tablet,581,1,2024-08-02,Екатеринбург
3265,707,Keyboard,51,5,2024-11-27,Новосибирск
3266,1310,Monitor,270,4,2023-09-06,Москва
3267,2277,Tablet,630,1,2024-10-31,Москва
3268,2529,Tablet,597,5,2024-06-27,Санкт-Петербург
3269,2029,Headphones,114,1,2024-02-22,Казань
3270,2451,Monitor,432,1,2024-03-16,Москва
3271,1966,Tablet,746,5,2024-10-08,Самара
3272,782,Headphones,117,1,2024-08-05,Самара
3273,1771,Monitor,493,4,2023-01-20,Санкт-Петербург
3274,2121,Headphones,162,3,2024-12-04,Казань
3275,1506,Laptop,1074,2,2024-10-22,Санкт-Петербург
3276,1826,Laptop,957,3,2024-06-22,Новосибирск
3277,2970,Phone,684,3,2024-04-17,Москва
3278,1902,Keyboard,92,5,2024-05-09,Санкт-Петербург
3279,746,Keyboard,114,2,2024-06-21,Москва
3280,2768,Laptop,1292,1,2023-05-11,Новосибирск
3281,2941,Phone,770,3,2024-10-11,Новосибирск
3282,2210,Phone,677,2,2024-12-16,Казань
3283,1852,Tablet,799,2,2023-05-05,Казань
3284,1254,Laptop,1299,5,2024-02-27,Москва
3285,2011,Laptop,882,4,2023-11-27,Новосибирск
3286,2944,Monitor,449,3,2023-02-10,Санкт-Петербург
3287,2184,Keyboard,30,5,2023-07-09,Казань
3288,471,Tablet,574,1,2023-05-13,Екатеринбург
3289,1383,Keyboard,95,5,2023-06-29,Казань
3290,1885,Laptop,1355,1,2024-04-22,Новосибирск
3291,1809,Headphones,100,4,2023-11-26,Санкт-Петербург
3292,1328,Phone,998,3,2023-08-28,Самара
3293,185,Headphones,107,3,2023-12-02,Санкт-Петербург
3294,2602,Keyboard,79,4,2023-03-08,Екатеринбург
3295,900,Keyboard,70,1,2023-08-18,Казань
3296,698,Monitor,406,1,2023-01-29,Казань
3297,243,Headphones,124,3,2024-12-25,Екатеринбург
3298,1158,Phone,785,2,2023-03-03,Санкт-Петербург
3299,1005,Phone,691,3,2023-11-07,Санкт-Петербург
3300,1342,Monitor,466,3,2024-04-26,Казань
3301,1531,Laptop,974,4,2023-07-09,Самара
3302,1987,Phone,539,1,2024-07-22,Санкт-Петербург
3303,359,Tablet,467,2,2024-11-02,Самара
3304,2737,Laptop,947,4,2024-12-06,Новосибирск
3305,219,Monitor,285,4,2024-06-20,Самара
3306,35,Keyboard,85,5,2024-11-14,Самара
3307,1138,Laptop,1450,4,2023-06-14,Казань
3308,1987,Headphones,159,5,2024-03-19,Самара
3309,2345,Laptop,1152,3,2023-06-13,Новосибирск
3310,2665,Tablet,657,2,2024-08-03,Новосибирск
3311,742,Laptop,808,1,2024-12-23,Екатеринбург
3312,1948,Headphones,144,4,2024-02-03,Казань
3313,269,Keyboard,71,1,2023-02-17,Самара
3314,1241,Phone,717,4,2024-09-01,Самара
3315,987,Monitor,225,3,2023-05-16,Екатеринбург
3316,2172,Headphones,118,5,2024-02-13,Самара
3317,104,Phone,618,2,2024-01-24,Екатеринбург
3318,1559,Monitor,286,1,2023-01-14,Москва
3319,1141,Phone,898,1,2023-03-06,Новосибирск
3320,597,Tablet,644,1,2023-07-20,Новосибирск
3321,1582,Laptop,1071,5,2023-07-29,Санкт-Петербург
3322,2861,Phone,980,5,2024-12-26,Санкт-Петербург
3323,249,Keyboard,59,3,2024-06-30,Новосибирск
3324,2077,Monitor,452,2,2024-02-24,Санкт-Петербург
3325,1330,Keyboard,34,4,2024-02-26,Новосибирск
3326,220,Phone,713,5,2023-10-21,Санкт-Петербург
3327,385,Headphones,83,1,2023-03-31,Екатеринбург
3328,516,Headphones,153,4,2023-06-14,Москва
3329,1756,Monitor,356,3,2023-03-02,Новосибирск
3330,2955,Monitor,483,1,2023-11-11,Самара
3331,406,Phone,523,2,2023-02-07,Новосибирск
3332,34,Tablet,601,5,2024-12-20,Новосибирск
3333,1668,Laptop,1266,1,2024-11-12,Екатеринбург
3334,844,Monitor,210,5,2024-04-22,Екатеринбург
3335,2751,Phone,988,3,2023-08-18,Екатеринбург
3336,2909,Phone,918,5,2024-01-08,Самара
3337,479,Monitor,372,4,2024-11-23,Санкт-Петербург
3338,2707,Tablet,513,2,2023-09-25,Екатеринбург
3339,1096,Keyboard,113,5,2023-06-27,Москва
3340,2310,Monitor,420,2,2023-02-23,Самара
3341,2900,Headphones,195,3,2024-08-19,Самара
3342,2567,Laptop,1395,1,2023-07-04,Екатеринбург
3343,2818,Headphones,108,5,2024-05-26,Москва
3344,969,Monitor,344,3,2024-07-14,Москва
3345,1426,Monitor,457,1,2024-09-25,Екатеринбург
3346,211,Monitor,380,5,2023-12-10,Новосибирск
3347,1386,Laptop,1266,3,2024-04-04,Новосибирск
3348,1863,Headphones,122,2,2024-05-19,Москва
3349,355,Keyboard,137,5,2024-02-12,Санкт-Петербург
3350,2434,Tablet,597,4,2024-02-21,Казань
3351,859,Tablet,441,2,2023-11-23,Санкт-Петербург
3352,1319,Keyboard,127,4,2023-03-02,Москва
3353,1758,Laptop,1223,1,2023-07-24,Новосибирск
3354,673,Monitor,213,4,2024-12-07,Самара
3355,632,Monitor,421,2,2023-02-03,Екатеринбург
3356,2291,Tablet,782,1,2024-12-07,Новосибирск
3357,1991,Laptop,1389,3,2023-01-30,Екатеринбург
3358,2390,Headphones,172,3,2024-08-27,Самара
3359,2825,Monitor,349,1,2023-06-16,Санкт-Петербург
3360,774,Phone,873,5,2023-10-24,Самара
3361,149,Laptop,1075,2,2023-02-03,Самара
3362,1163,Phone,762,2,2024-01-18,Казань
3363,1594,Headphones,169,1,2024-07-20,Екатеринбург
3364,1394,Headphones,59,5,2023-05-27,Санкт-Петербург
3365,1771,Phone,936,2,2023-04-25,Казань
3366,397,Monitor,446,2,2023-07-18,Санкт-Петербург
3367,1726,Tablet,789,2,2024-08-25,Москва
3368,2827,Headphones,117,4,2024-08-10,Санкт-Петербург
3369,1693,Laptop,1321,2,2024-05-05,Казань
3370,2649,Tablet,445,5,2024-10-30,Санкт-Петербург
3371,1834,Headphones,193,3,2023-06-22,Казань
3372,1405,Monitor,496,3,2023-08-07,Самара
3373,2165,Monitor,320,2,2024-11-10,Екатеринбург
3374,733,Monitor,359,2,2024-04-03,Казань
3375,1525,Phone,754,1,2023-12-23,Казань
3376,2682,Laptop,1209,3,2024-01-11,Санкт-Петербург
3377,2588,Phone,502,4,2023-12-31,Екатеринбург
3378,1785,Laptop,1178,4,2023-03-16,Санкт-Петербург
3379,953,Laptop,1153,4,2023-06-12,Самара
3380,1658,Headphones,162,2,2023-03-13,Москва
3381,1606,Laptop,1110,3,2023-02-07,Новосибирск
3382,2952,Keyboard,102,2,2023-08-13,Екатеринбург
3383,833,Tablet,456,4,2024-04-05,Санкт-Петербург
3384,1967,Phone,678,4,2023-06-08,Москва
3385,543,Keyboard,92,4,2024-08-24,Самара
3386,1161,Monitor,305,2,2024-11-15,Новосибирск
3387,2696,Tablet,402,3,2023-02-19,Екатеринбург
3388,2294,Keyboard,68,4,2024-09-24,Казань
3389,1337,Keyboard,43,4,2023-07-29,Самара
3390,785,Headphones,52,5,2024-09-07,Санкт-Петербург
3391,1665,Laptop,924,3,2024-05-04,Новосибирск
3392,471,Phone,906,1,2024-10-18,Екатеринбург
3393,2740,Headphones,60,5,2023-07-17,Самара
3394,2205,Keyboard,59,3,2023-02-23,Казань
3395,63,Tablet,823,5,2024-10-11,Самара
3396,2127,Tablet,501,3,2023-04-22,Санкт-Петербург
3397,1243,Phone,966,2,2023-04-03,Москва
3398,891,Laptop,1462,2,2023-09-12,Санкт-Петербург
3399,1242,Monitor,336,5,2023-12-02,Москва
3400,190,Keyboard,131,5,2023-12-18,Новосибирск
3401,2755,Keyboard,45,4,2023-12-12,Казань
3402,1014,Headphones,105,3,2024-02-29,Санкт-Петербург
3403,2185,Tablet,538,1,2024-10-26,Казань
3404,2339,Tablet,576,3,2024-03-15,Новосибирск
3405,1660,Headphones,88,3,2023-09-20,Казань
3406,852,Laptop,833,3,2024-04-11,Казань
3407,2512,Tablet,811,3,2023-10-17,Екатеринбург
3408,1575,Headphones,95,3,2023-11-21,Екатеринбург
3409,1685,Headphones,122,3,2023-05-26,Екатеринбург
3410,1164,Phone,937,3,2023-03-13,Москва
3411,1334,Phone,976,1,2024-08-27,Самара
3412,1435,Monitor,414,2,2024-06-30,Казань
3413,22,Phone,636,4,2023-07-04,Самара
3414,1996,Monitor,367,1,2024-01-26,Казань
3415,287,Monitor,343,2,2023-09-24,Екатеринбург
3416,2377,Phone,890,2,2023-11-26,Самара
3417,2431,Laptop,1117,2,2023-08-29,Новосибирск
3418,816,Phone,926,1,2023-06-08,Казань
3419,1305,Monitor,373,2,2023-12-06,Казань
3420,2094,Phone,823,2,2023-07-18,Казань
3421,49,Tablet,541,1,2024-09-19,Новосибирск
3422,2873,Headphones,102,5,2024-08-26,Екатеринбург
3423,2567,Laptop,1056,4,2024-08-22,Санкт-Петербург
3424,2153,Laptop,1365,3,2024-04-28,Екатеринбург
3425,456,Laptop,822,1,2023-07-03,Казань
3426,1466,Monitor,299,1,2024-02-10,Екатеринбург
3427,1456,Monitor,408,5,2023-05-06,Санкт-Петербург
3428,1689,Monitor,227,1,2023-05-20,Екатеринбург
3429,1328,Tablet,860,4,2024-11-19,Санкт-Петербург
3430,1033,Laptop,1477,5,2023-03-30,Санкт-Петербург
3431,2537,Headphones,53,2,2024-09-03,Екатеринбург
3432,230,Headphones,73,3,2023-10-12,Самара
3433,367,Keyboard,49,2,2023-01-19,Новосибирск
3434,863,Phone,907,2,2024-08-16,Самара
3435,28,Headphones,198,2,2024-12-03,Екатеринбург
3436,317,Monitor,293,1,2024-02-02,Казань
3437,20,Headphones,153,5,2023-07-26,Екатеринбург
3438,2364,Laptop,806,2,2024-11-21,Москва
3439,506,Tablet,806,5,2024-05-10,Екатеринбург
3440,2509,Keyboard,120,3,2024-03-30,Самара
